"";"PROBEID";"ENTREZID";"SYMBOL";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"189";"10416090";"56471";"Stmn4";3,26902170148779;8,03703075465042;9,38952807886693;2,02539528428767e-06;1,6129569712629e-05;5,15624558970911
"190";"10456363";"14680";"Gnal";3,13847214187298;7,28472205210905;9,3573590927366;2,09203856129269e-06;1,65556772173884e-05;5,12193973807521
"191";"10494372";"64051";"Sv2a";3,48749485279477;8,31731568398819;9,32618570277464;2,15889545700979e-06;1,69017263182211e-05;5,08860222539751
"192";"10395428";"217480";"Dgkb";3,03500105710172;6,79031068281576;9,29718072000797;2,22318821882012e-06;1,72416797093419e-05;5,05750075572692
"193";"10476594";"72899";"Macrod2";3,49241135087316;7,39531284161946;9,29013951220075;2,23910734090823e-06;1,73318041995326e-05;5,0499385166981
"194";"10501063";"12508";"Cd53";-3,1849274413056;8,0657951866396;-9,27656950502608;2,27013715559939e-06;1,75249026054771e-05;5,03535100983857
"195";"10571815";"234267";"Gpm6a";4,02589368460307;7,60917517444557;9,22778501853724;2,3856035038292e-06;1,83320537542729e-05;4,98276289372843
"196";"10555510";"207728";"Pde2a";3,13799973542645;7,93410000093637;9,02046174198124;2,95251174511843e-06;2,14770731704791e-05;4,75670068667897
"197";"10553501";"140919";"Slc17a6";3,31874128688031;7,66754754288502;8,99169651668574;3,04208795137017e-06;2,19701509496519e-05;4,72500199557403
"198";"10513514";"17844";"Mup5";3,04651900562147;5,59854473104065;8,7444591969676;3,94554179063097e-06;2,64128676863732e-05;4,44912652147261
"199";"10544704";"60531";"Npvf";3,22022947347719;7,31104850397811;8,73420296954388;3,98882843178374e-06;2,65623304156167e-05;4,43754802147281
"200";"10577641";"69068";"Tcim";3,83760009085409;9,27460543699932;8,47962588252202;5,24658283028483e-06;3,22536878627632e-05;4,1466427444092
"201";"10416437";"18826";"Lcp1";-3,28156893324762;8,36264767118106;-8,45452299964715;5,39215669824816e-06;3,29477114131745e-05;4,11758772228495
"202";"10601942";"27206";"Nrk";-3,26857009153443;8,87370454065743;-8,42472267827753;5,57067551352682e-06;3,37535266023775e-05;4,08300830519062
"203";"10405063";"18295";"Ogn";-4,4247146902773;9,31673167286267;-8,37845926849459;5,86062385396068e-06;3,50871791541755e-05;4,02913677844658
"204";"10520527";"65254";"Dpysl5";3,01618578533633;7,94298811392223;8,20819712819264;7,07699710785595e-06;4,05860550861227e-05;3,82887488208638
"205";"10603066";"70008";"Ace2";3,86063514011234;7,3550307558901;8,17237334972079;7,36623730608805e-06;4,16291505156837e-05;3,78633412433055
"206";"10358565";"545370";"Hmcn1";-4,25108889619254;7,70493757835284;-7,85070557995415;1,06185946839248e-05;5,46207508180255e-05;3,39790049742988
"207";"10385096";"70357";"Kcnip1";3,01849189259335;7,1058081580645;7,49712781207349;1,60790145378801e-05;7,37713384351558e-05;2,95712475551642
"208";"10498337";"229320";"Clrn1";3,35604880899346;7,35997694329099;7,27858714943823;2,09267238452534e-05;8,93239753631859e-05;2,67718657227016
"209";"10547227";"19713";"Ret";3,63946621558035;7,97186003805426;7,06240762740146;2,73085028092312e-05;0,000108224970645703;2,39445737895019
"210";"10593233";"15561";"Htr3a";3,25420816459249;7,38533773634812;6,94140900389701;3,17733679765698e-05;0,00012124871155934;2,23363257399437
"211";"10372648";"17105";"Lyz2";-3,70905368812979;10,3365422178723;-6,81695663013193;3,719794674415e-05;0,00013707225843367;2,06625560273331
"212";"10502575";"229927";"Clca3b";3,10815751343806;7,64689606956398;6,63766416566044;4,68398933356315e-05;0,000163517937884293;1,82157649313054
"213";"10405047";"66695";"Aspn";-3,63324158297556;10,2030441092524;-6,58657470369439;5,00567096717553e-05;0,000170727925206575;1,75107973419011
"214";"10495186";"229694";"AI504432";3,06949767880338;7,59496016751196;6,58450344715881;5,01920391494895e-05;0,000171073745336428;1,74821436704011
"215";"10456353";"225642";"Grp";3,48576736680685;7,65415614213055;6,38029457751233;6,56778857148234e-05;0,000209545710055965;1,46289759894464
"216";"10551883";"22177";"Tyrobp";-3,25188302954451;10,2436739370257;-5,83441136995027;0,000138485984382328;0,000365884615970292;0,672330924670634
"217";"10561187";"12587";"Mia";3,12989504236193;9,2252916364692;5,75509903379514;0,000154862821868902;0,000397891684526572;0,554039570067587
"218";"10411527";"27220";"Cartpt";4,15664142190886;8,91390890398317;4,99102695008868;0,000475665753730013;0,000945144290324397;-0,630413958939616
"219";"10600707";"11614";"Nr0b1";4,81390372789135;7,54946965616085;4,61648502877697;0,000849925951372745;0,00147740576581724;-1,24005095016082
